budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year
0,Erre Produzioni,Italy,Gianni Amelio,Drama,931280,The Stolen Children,Not specified,3/3/1993,114,7.5,Enrico Lo Verso,2101,Gianni Amelio,1992
0,Bellboy Films Limited,UK,Mark Herman,Comedy,3104545,Blame It on the Bellboy,PG-13,3/6/1992,78,5.4,Bronson Pinchot,2155,Mark Herman,1992
0,Vision International,France,Jacques Dorfmann,Adventure,1448640,Shadow of the Wolf,PG-13,3/5/1993,112,5.7,Lou Diamond Phillips,710,Jacques Dorfmann,1992
3000000,Once Upon a Time Films,USA,Matthew Meshekoff,Comedy,690966,The Opposite Sex and How to Live with Them,R,3/26/1993,100,4.9,Arye Gross,540,Noah Stern,1992
0,"Samuel Goldwyn Company, The",USA,Andy Wolk,Crime,3206713,Traces of Red,R,11/11/1992,105,5.2,Jim Belushi,1306,Jim Piddock,1992
18000000,Metro-Goldwyn-Mayer (MGM),USA,Bruce Beresford,Drama,2149735,Rich in Love,PG-13,3/5/1993,100,6.3,Albert Finney,689,Josephine Humphreys,1992
0,Distant Horizon,USA,Temнstocles Lуpez,Drama,222552,Chain of Desire,UNRATED,7/30/1993,100,5.4,Linda Fiorentino,360,Temнstocles Lуpez,1992
0,Film Par Film,France,Claude Sautet,Drama,1666511,Un Coeur en Hiver,Not specified,6/4/1993,105,7.7,Daniel Auteuil,7657,Claude Sautet,1992
0,Miramax,USA,Leslie Harris,Drama,479169,Just Another Girl on the I.R.T.,R,3/19/1993,92,6.3,Ariyan A. Johnson,698,Leslie Harris,1992
0,Banfilm,France,Cyril Collard,Biography,662341,Savage Nights,Not specified,2/25/1994,126,7.1,Cyril Collard,1921,Cyril Collard,1992
0,Central Motion Pictures,Taiwan,Ming-liang Tsai,Crime,28422,Rebels of the Neon God,Not specified,8/4/1994,106,7.6,Chao-jung Chen,2251,Ming-liang Tsai,1992
0,Mirage Entertainment,USA,Edward Zwick,Comedy,1514114,Leaving Normal,R,4/29/1992,110,6.7,Christine Lahti,1217,Ed Solomon,1992
22769,Desperate Pictures,USA,Gregg Araki,Comedy,692585,The Living End,UNRATED,8/21/1992,81,6.5,Mike Dytri,2140,Gregg Araki,1992
0,Sil-Metropole Organisation,China,Yimou Zhang,Comedy,1890247,The Story of Qiu Ju,PG,4/16/1993,101,7.6,Li Gong,4429,Yuan Bin Chen,1992
0,Outlaw Productions (I),USA,Mike Binder,Comedy,479676,Crossing the Bridge,R,9/11/1992,103,6.4,Josh Charles,681,Mike Binder,1992
0,British Broadcasting Corporation (BBC),South Africa,Darrell Roodt,Drama,7306242,Sarafina!,PG-13,9/25/1992,117,6.4,Whoopi Goldberg,1586,Mbongeni Ngema,1992
0,Kuzui Enterprises,UK,John Mackenzie,Biography,919286,Ruby,R,3/27/1992,110,5.5,Danny Aiello,1239,Stephen Davis,1992
0,Australian Film Finance Corporation (AFFC),Australia,Vincent Ward,Adventure,2806881,Map of the Human Heart,R,5/14/1993,109,7.2,Jason Scott Lee,2779,Louis Nowra,1992
0,Oliane Productions,France,Agnieszka Holland,Drama,1256355,"Olivier, Olivier",R,3/3/1993,110,7.7,Brigitte Roьan,1462,Agnieszka Holland,1992
0,Cannon Pictures,USA,Charles Martin Smith,Action,229041,Fifty/Fifty,R,2/26/1993,101,5.8,Peter Weller,550,Dennis Shryack,1992
24000000,Majestic Films International,USA,Graeme Clifford,Mystery,608866,Ruby Cairo,PG-13,10/29/1993,100,5,Andie MacDowell,1886,Robert Dillon,1992
13000000,In The Bag Productions,USA,Allan Moyle,Comedy,3721911,The Gun in Betty Lou's Handbag,PG-13,8/21/1992,89,5,Penelope Ann Miller,1430,Grace Cary Bickley,1992
16000000,JVC Entertainment Networks,USA,Beeban Kidron,Comedy,17957265,Used People,PG-13,1/22/1993,100,6,Shirley MacLaine,1225,Todd Graff,1992
0,Cannon Pictures Inc.,USA,Richard Danus,Thriller,135004,No Place to Hide,R,4/16/1993,100,5.6,Kris Kristofferson,505,Richard Danus,1992
0,RainCity Productions,USA,Alan Rudolph,Crime,279627,Equinox,R,6/11/1993,110,5.7,Matthew Modine,1033,Alan Rudolph,1992
0,Cannon Pictures,USA,Arthur Allan Seidelman,Action,198504,Rescue Me,PG-13,12/3/1993,99,5.5,Michael Dudikoff,455,Mike Snyder,1992
0,Trimark Pictures,USA,Fritz Kiersch,Action,641886,Into the Sun,R,1/31/1992,101,5.2,Anthony Michael Hall,664,John Brancato,1992
0,Hollywood Road Films,UK,Jon Acevski,Animation,1119368,Freddie as F.R.O.7.,PG,8/28/1992,100,5.1,Ben Kingsley,561,Jon Acevski,1992
0,New Line Cinema,USA,Abbe Wool,Adventure,147724,Roadside Prophets,R,10/8/1992,100,6.5,John Doe,1065,Abbe Wool,1992
0,Not specified,Argentina,Adolfo Aristarain,Drama,100986,A Place in the World,PG,1994,120,7.9,Josй Sacristбn,1880,Adolfo Aristarain,1992
130000,Demi-Monde Productions,USA,Nicole Conn,Drama,799674,Claire of the Moon,UNRATED,10/21/1993,107,4.9,Trisha Todd,843,Nicole Conn,1992
0,Wong Jing's Workshop Ltd.,Hong Kong,Clarence Yiu-leung Fok,Action,28676,Naked Killer,R,8/4/1995,100,6,Chingmy Yau,1896,Jing Wong,1992
0,Macfilm productions,USA,John Turturro,Drama,471120,Mac,R,2/19/1993,117,6.3,John Turturro,787,John Turturro,1992
0,Glamour Films,India,Mukul Anand,Action,2567,Khuda Gawah,Not specified,5/8/1992,193,6.6,Amitabh Bachchan,1407,Rajkumar Bedi,1992
0,IRS Media,USA,Stacy Cochran,Comedy,123587,My New Gun,R,10/26/1992,99,5.6,Diane Lane,583,Stacy Cochran,1992
0,"Thrill Me, Productions",USA,Joel Hershman,Comedy,130377,Hold Me Thrill Me Kiss Me,R,7/30/1993,92,6,Max Parrish,371,Joel Hershman,1992
250000,American Playhouse,USA,Tom Kalin,Crime,340147,Swoon,UNRATED,9/25/1992,93,6.8,Daniel Schlachet,1365,Tom Kalin,1992
38000,Island World,USA,Nick Gomez,Crime,117480,Laws of Gravity,R,8/20/1993,100,7,Peter Greene,769,Nick Gomez,1992
28000000,Rhythm & Hues Studios,USA,Kenny Ortega,Comedy,39514713,Hocus Pocus,PG,7/16/1993,96,6.7,Bette Midler,67192,David Kirschner,1993
25000000,Hollywood Pictures,USA,George P. Cosmatos,Action,56505065,Tombstone,R,12/25/1993,130,7.8,Kurt Russell,103911,Kevin Jarre,1993
22000000,Universal Pictures,USA,Steven Spielberg,Biography,96067179,Schindler's List,R,2/4/1994,195,8.9,Liam Neeson,956124,Thomas Keneally,1993
0,Twentieth Century Fox Film Corporation,USA,David Mickey Evans,Comedy,32416586,The Sandlot,PG,4/7/1993,101,7.8,Tom Guiry,63337,David Mickey Evans,1993
63000000,Universal Pictures,USA,Steven Spielberg,Adventure,402453882,Jurassic Park,PG-13,6/11/1993,127,8.1,Sam Neill,685270,Michael Crichton,1993
18000000,Touchstone Pictures,USA,Henry Selick,Animation,75082668,The Nightmare Before Christmas,PG,10/29/1993,76,8,Danny Elfman,242487,Tim Burton,1993
6900000,Gramercy Pictures (I),USA,Richard Linklater,Comedy,7993039,Dazed and Confused,R,2/10/1994,102,7.7,Jason London,133831,Richard Linklater,1993
25000000,Alcor Films,France,Joel Schumacher,Crime,40903593,Un dнa de furia,R,2/26/1993,113,7.6,Michael Douglas,143906,Ebbe Roe Smith,1993
42000000,Davis Entertainment,USA,Sydney Pollack,Drama,158348367,The Firm,R,6/30/1993,154,6.8,Tom Cruise,95562,John Grisham,1993
13000000,Morgan Creek Productions,USA,Tony Scott,Crime,12281500,True Romance,R,9/10/1993,120,8,Christian Slater,174471,Quentin Tarantino,1993
75000000,Paramount Pictures,USA,Barry Sonnenfeld,Comedy,48919043,Addams Family Values,PG-13,11/19/1993,94,6.6,Anjelica Huston,62350,Charles Addams,1993
22000000,Price Entertainment,USA,Robert De Niro,Crime,17266971,A Bronx Tale,R,10/1/1993,121,7.8,Robert De Niro,106183,Chazz Palminteri,1993
11000000,Paramount Pictures,USA,Lasse Hallstrцm,Drama,9170214,What's Eating Gilbert Grape,PG-13,3/4/1994,118,7.8,Johnny Depp,183569,Peter Hedges,1993
0,Warner Bros.,USA,Agnieszka Holland,Drama,31181347,The Secret Garden,G,8/13/1993,101,7.3,Kate Maberly,30896,Frances Hodgson Burnett,1993
14600000,Columbia Pictures Corporation,USA,Harold Ramis,Comedy,70906973,Groundhog Day,PG,2/12/1993,101,8,Bill Murray,483649,Danny Rubin,1993
20000000,Brooksfilms,France,Mel Brooks,Adventure,35739755,Robin Hood: Men in Tights,PG-13,7/28/1993,104,6.7,Cary Elwes,97973,J.D. Shapiro,1993
25000000,Twentieth Century Fox Film Corporation,USA,Chris Columbus,Comedy,219200000,Mrs. Doubtfire,PG-13,11/24/1993,125,6.9,Robin Williams,198772,Anne Fine,1993
21000000,TriStar Pictures,USA,Nora Ephron,Comedy,126533006,Sleepless in Seattle,PG,6/25/1993,105,6.8,Tom Hanks,132264,Jeff Arch,1993
85000000,Columbia Pictures Corporation,USA,John McTiernan,Action,50016394,Last Action Hero,PG-13,6/18/1993,130,6.3,Arnold Schwarzenegger,114476,Zak Penn,1993
35000000,Hollywood Pictures,USA,Taylor Hackford,Crime,4496583,"Blood In, Blood Out",R,4/30/1993,180,8,Damian Chapa,24686,Ross Thomas,1993
70000000,Carolco Pictures,USA,Renny Harlin,Action,84049211,Cliffhanger,R,5/28/1993,112,6.4,Sylvester Stallone,102888,John Long,1993
44000000,Warner Bros.,USA,Andrew Davis,Action,183875760,The Fugitive,PG-13,8/6/1993,130,7.8,Harrison Ford,226899,Jeb Stuart,1993
20000000,Warner Bros.,USA,Simon Wincer,Adventure,77698625,Free Willy,PG,7/16/1993,112,5.9,Jason James Richter,56085,Keith Walker,1993
38000000,Paramount Pictures,USA,Adrian Lyne,Drama,106614100,Indecent Proposal,R,4/7/1993,117,5.8,Robert Redford,51687,Jack Engelhard,1993
26000000,TriStar Pictures,USA,Jonathan Demme,Drama,77324422,Philadelphia,PG-13,1/14/1994,125,7.7,Tom Hanks,191244,Ron Nyswaner,1993
0,Touchwood Pacific Partners 1,USA,Duwayne Dunham,Adventure,41833324,Homeward Bound: The Incredible Journey,G,2/12/1993,84,6.9,Michael J. Fox,36081,Sheila Burnford,1993
7000000,CiBy 2000,New Zealand,Jane Campion,Drama,40158000,El piano,R,2/11/1994,121,7.6,Holly Hunter,67921,Jane Campion,1993
30000000,Universal Pictures,USA,Brian De Palma,Crime,36948322,Carlito's Way,R,11/12/1993,144,7.9,Al Pacino,173380,Edwin Torres,1993
38000000,Touchstone Pictures,USA,Bill Duke,Comedy,57319029,Sister Act 2: Back in the Habit,PG,12/10/1993,107,5.4,Whoopi Goldberg,39452,Paul Rudnick,1993
57000000,Warner Bros.,USA,Marco Brambilla,Action,58055768,Demolition Man,R,10/8/1993,115,6.6,Sylvester Stallone,133674,Peter M. Lenkov,1993
42000000,Allied Filmmakers,UK,Annabel Jankel,Adventure,20915465,Super Mario Bros.,PG,5/28/1993,104,4,Bob Hoskins,40601,Parker Bennett,1993
0,TriStar Pictures,USA,David Anspaugh,Biography,22750363,Rudy,PG,10/22/1993,114,7.5,Sean Astin,45697,Angelo Pizzo,1993
30000000,Walt Disney Pictures,Austria,Stephen Herek,Action,53898845,The Three Musketeers,PG,11/12/1993,105,6.4,Charlie Sheen,43792,Alexandre Dumas,1993
13000000,Hell's Kitchen Films,Ireland,Jim Sheridan,Biography,25010410,En el nombre del padre,R,2/25/1994,133,8.1,Daniel Day-Lewis,122973,Gerry Conlon,1993
40000000,Paramount Pictures,USA,Phillip Noyce,Drama,36300000,Sliver,R,5/21/1993,107,4.9,Sharon Stone,24457,Ira Levin,1993
32000000,Film Andes S.A.,USA,Frank Marshall,Adventure,36733909,Alive,R,1/15/1993,120,7.1,Ethan Hawke,42086,Piers Paul Read,1993
30000000,Columbia Pictures Corporation,USA,Martin Scorsese,Drama,32200000,The Age of Innocence,PG,10/1/1993,139,7.2,Daniel Day-Lewis,39143,Edith Wharton,1993
17000000,Twentieth Century Fox Film Corporation,USA,Joseph Ruben,Drama,44594000,The Good Son,R,9/24/1993,87,6.4,Macaulay Culkin,30596,Ian McEwan,1993
15000000,Walt Disney Pictures,USA,Jon Turteltaub,Adventure,68856263,Cool Runnings,PG,10/1/1993,98,6.9,John Candy,75331,Lynn Siefert,1993
11000000,Renaissance Films,UK,Kenneth Branagh,Comedy,22551000,Much Ado About Nothing,PG-13,7/2/1993,111,7.4,Kenneth Branagh,39297,William Shakespeare,1993
15000000,Touchstone Pictures,USA,David S. Ward,Action,23004026,The Program,R,9/24/1993,112,6.4,James Caan,7889,David S. Ward,1993
14000000,Raffaella De Laurentiis Productions,USA,Rob Cohen,Action,35112679,Dragon: The Bruce Lee Story,PG-13,5/7/1993,120,7,Jason Scott Lee,23459,Robert Clouse,1993
3500000,New Line Cinema,USA,Albert Hughes,Crime,27900000,Menace II Society,R,5/26/1993,97,7.5,Tyrin Turner,42874,Allen Hughes,1993
0,Thin Man Films,UK,Mike Leigh,Comedy,1769305,Naked,NOT RATED,2/4/1994,132,7.9,David Thewlis,26378,Mike Leigh,1993
18000000,Universal Pictures,USA,John Woo,Action,32589677,Hard Target,R,8/20/1993,97,6.1,Jean-Claude Van Damme,37456,Chuck Pfarrer,1993
0,John Davis,USA,Donald Petrie,Comedy,70172621,Grumpy Old Men,PG-13,12/25/1993,103,6.9,Jack Lemmon,36981,Mark Steven Johnson,1993
0,Warner Bros.,USA,Nick Castle,Comedy,51270765,Dennis the Menace,PG,6/25/1993,94,5.5,Walter Matthau,47507,Hank Ketcham,1993
25000000,TriStar Television,USA,Ron Maxwell,Drama,10769960,Gettysburg,PG,10/8/1993,271,7.7,Tom Berenger,22949,Michael Shaara,1993
0,Twentieth Century Fox Film Corporation,USA,George Sluizer,Drama,14543394,The Vanishing,R,2/5/1993,109,6.3,Jeff Bridges,19826,Tim Krabbй,1993
0,Twentieth Century Fox Film Corporation,USA,Penelope Spheeris,Comedy,44029386,The Beverly Hillbillies,PG,10/15/1993,92,4.9,Diedrich Bader,15276,Paul Henning,1993
8000000,Propaganda Films,USA,John Dahl,Crime,2502551,Red Rock West,R,5/14/1993,98,7,Nicolas Cage,16835,John Dahl,1993
0,Knickerbocker Films,USA,Michael Caton-Jones,Biography,4104962,This Boy's Life,R,4/23/1993,115,7.3,Robert De Niro,38466,Tobias Wolff,1993
20000000,TriStar Pictures,USA,Thomas Schlamme,Comedy,11585483,So I Married an Axe Murderer,PG-13,7/30/1993,93,6.4,Mike Myers,29457,Robbie Fox,1993
0,Metro-Goldwyn-Mayer (MGM),USA,Jeremiah S. Chechik,Comedy,23202734,Benny & Joon,PG,4/23/1993,98,7.2,Johnny Depp,48597,Barry Berman,1993
0,Mainline Pictures,USA,Jennifer Lynch,Drama,1796389,Boxing Helena,R,9/3/1993,107,4.6,Julian Sands,10085,Philippe Caland,1993
0,Castle Rock Entertainment,USA,Fraser C. Heston,Crime,15185672,Needful Things,R,8/27/1993,120,6.2,Max von Sydow,18215,Stephen King,1993
15000000,Orion Pictures,USA,George A. Romero,Horror,9579068,The Dark Half,R,4/23/1993,122,5.9,Timothy Hutton,12885,Stephen King,1993
3000000,New Line Cinema,USA,Adam Marcus,Fantasy,15935068,Jason Goes to Hell: The Final Friday,R,8/13/1993,87,4.3,John D. LeMay,21333,Jay Huguely,1993
40000000,Paramount Pictures,USA,Stephen Surjik,Comedy,48197805,Wayne's World 2,PG-13,12/10/1993,95,6.1,Mike Myers,66535,Mike Myers,1993
45000000,Warner Bros.,USA,Alan J. Pakula,Crime,100768056,The Pelican Brief,PG-13,12/17/1993,141,6.6,Julia Roberts,63850,John Grisham,1993
15000000,Touchstone Pictures,USA,Brian Gibson,Biography,39100956,What's Love Got to Do with It,R,6/25/1993,118,7.2,Angela Bassett,14287,Tina Turner,1993
40000000,Columbia Pictures Corporation,USA,Wolfgang Petersen,Action,102314283,In the Line of Fire,R,7/9/1993,128,7.2,Clint Eastwood,78551,Jeff Maguire,1993
0,Paramount Pictures,USA,Steve Barron,Comedy,21274717,Coneheads,PG,7/23/1993,88,5.2,Dan Aykroyd,44080,Tom Davis,1993
6000000,Morgan Creek Productions,USA,Alan Shapiro,Drama,13609396,The Crush,R,4/2/1993,89,5.7,Cary Elwes,12904,Alan Shapiro,1993
15000000,Paramount Pictures,USA,Robert Lieberman,Biography,20100000,Fire in the Sky,PG-13,3/12/1993,109,6.5,D.B. Sweeney,17555,Travis Walton,1993
900000,Trimark Pictures,USA,Mark Jones,Comedy,8556940,Leprechaun,R,1/8/1993,92,4.7,Warwick Davis,18654,Mark Jones,1993
30000000,Warner Bros.,USA,Clint Eastwood,Crime,31160784,A Perfect World,PG-13,11/24/1993,138,7.5,Kevin Costner,61676,John Lee Hancock,1993
0,Fine Line Features,USA,Robert Altman,Comedy,6110979,Short Cuts,R,10/1/1993,188,7.7,Andie MacDowell,37151,Raymond Carver,1993
15000000,Columbia Pictures Corporation,USA,James Ivory,Drama,22954968,The Remains of the Day,PG,11/19/1993,134,7.9,Anthony Hopkins,49507,Kazuo Ishiguro,1993
0,MK2 Productions,France,Krzysztof Kieslowski,Drama,1324974,Three Colors: Blue,R,9/8/1993,98,8,Juliette Binoche,68624,Krzysztof Kieslowski,1993
2000000,CNCAIMC,Mexico,Guillermo del Toro,Horror,621392,Cronos,R,1994-05,94,6.7,Federico Luppi,21699,Guillermo del Toro,1993
2600000,Icon Entertainment International,USA,Rob Bowman,Adventure,2850263,Airborne,PG,9/17/1993,91,6.2,Shane McDermott,5414,Bill Apablasa,1993
22000000,Orion Pictures,USA,Fred Dekker,Action,10696210,RoboCop 3,PG-13,11/5/1993,104,4,Nancy Allen,37985,Edward Neumeier,1993
9000000,PolyGram Filmed Entertainment,USA,Dominic Sena,Crime,2395231,Kalifornia,R,9/3/1993,117,6.7,Brad Pitt,44601,Stephen Levy,1993
25000000,Twentieth Century Fox Film Corporation,USA,Jim Abrahams,Action,38911970,Hot Shots! Part Deux,PG-13,5/21/1993,86,6.6,Charlie Sheen,72228,Jim Abrahams,1993
0,Warner Bros.,USA,John Badham,Action,30038362,Point of No Return,R,3/19/1993,109,6,Bridget Fonda,21683,Luc Besson,1993
0,Hollywood Pictures,USA,Steve Rash,Comedy,36448200,Son in Law,PG-13,7/2/1993,95,5.7,Pauly Shore,14463,Patrick J. Clifton,1993
25000000,Costa do Castelo Filmes,Portugal,Bille August,Drama,6265311,La casa de los espнritus,R,4/1/1994,140,6.9,Jeremy Irons,18007,Isabel Allende,1993
10000000,Twentieth Century Fox Film Corporation,USA,Daniel Stern,Comedy,53579269,Rookie of the Year,PG,7/7/1993,103,5.9,Thomas Ian Nicholas,19681,Sam Harper,1993
6000000,Warner Bros. Animation,USA,Eric Radomski,Animation,5617391,Batman: Mask of the Phantasm,PG,12/25/1993,76,7.9,Kevin Conroy,33504,Bob Kane,1993
35000000,Twentieth Century Fox Film Corporation,USA,Philip Kaufman,Action,63095271,Rising Sun,R,7/30/1993,125,6.2,Sean Connery,37093,Michael Crichton,1993
0,Icon Entertainment International,USA,Mel Gibson,Drama,24760338,The Man Without a Face,PG-13,8/25/1993,115,6.7,Mel Gibson,24307,Isabelle Holland,1993
0,TriStar Pictures,USA,Tom Ropelewski,Comedy,10340263,Look Who's Talking Now,PG-13,11/5/1993,96,4.2,John Travolta,23744,Tom Ropelewski,1993
14000000,Columbia Pictures Corporation,USA,John Singleton,Drama,27515786,Poetic Justice,R,7/23/1993,109,5.9,Janet Jackson,9850,John Singleton,1993
0,Baltimore Pictures,USA,Luis Llosa,Action,18994653,Sniper,R,1/29/1993,98,6.1,Tom Berenger,20355,Michael Frost Beckner,1993
11000000,Tommy,USA,Tom Stern,Comedy,29296,Freaked,PG-13,3/31/1994,86,6.3,Brooke Shields,4909,Tim Burns,1993
35000000,Columbia Pictures Corporation,USA,Walter Hill,Drama,18635620,Geronimo: An American Legend,PG-13,12/10/1993,115,6.5,Jason Patric,7190,John Milius,1993
19000000,Canal+,USA,Emir Kusturica,Comedy,106658,Arizona Dream,R,9/9/1994,142,7.4,Johnny Depp,36250,David Atkins,1993
0,B.A. Produktion,Germany,Joseph Vilsmaier,Drama,77848,Stalingrad,NOT RATED,1/21/1993,134,7.5,Dominique Horwitz,25655,Jьrgen Bьscher,1993
20000000,Castle Rock Entertainment,Canada,Harold Becker,Crime,46044636,Malicia,R,10/1/1993,107,6.4,Alec Baldwin,19410,Aaron Sorkin,1993
30000000,Dino De Laurentiis Company,Germany,Uli Edel,Drama,13275426,El cuerpo del delito,R,1/15/1993,99,4.4,Madonna,11992,Brad Mirman,1993
0,Hollywood Pictures,USA,Thomas Carter,Drama,5632086,Swing Kids,PG-13,3/5/1993,112,6.8,Robert Sean Leonard,13893,Jonathan Marc Feldman,1993
14000000,Paramount Pictures,USA,Peter Bogdanovich,Comedy,1029721,The Thing Called Love,PG-13,8/27/1993,116,6.3,River Phoenix,6086,Carol Heikkinen,1993
0,Spring Creek Productions,USA,Peter Weir,Drama,6995302,Fearless,R,11/5/1993,122,7.1,Jeff Bridges,18643,Rafael Yglesias,1993
0,Warner Bros.,USA,Ivan Reitman,Comedy,63270710,Dave,PG-13,5/7/1993,110,6.8,Kevin Kline,42827,Gary Ross,1993
15000000,Northern Lights Entertainment,USA,Rod Daniel,Comedy,53354166,Beethoven's 2nd,PG,12/17/1993,89,4.8,Charles Grodin,20989,John Hughes,1993
35000000,Recorded Picture Company (RPC),Italy,Bernardo Bertolucci,Drama,4858139,Little Buddha,PG,5/25/1994,123,6,Keanu Reeves,13197,Bernardo Bertolucci,1993
12000000,Metro-Goldwyn-Mayer (MGM),USA,Fred Schepisi,Comedy,6410676,Six Degrees of Separation,R,12/8/1993,112,6.9,Will Smith,17414,John Guare,1993
33000000,Alcor Films,France,Oliver Stone,Action,5864949,El cielo y la tierra,R,1/7/1994,140,6.8,Hiep Thi Le,11419,Le Ly Hayslip,1993
17000000,Golden Harvest Company,USA,Stuart Gillard,Action,42660000,Teenage Mutant Ninja Turtles III,PG,3/19/1993,96,4.8,Elias Koteas,26647,Kevin Eastman,1993
8200000,New Line Cinema,USA,Gene Quintano,Action,27979400,Loaded Weapon 1,PG-13,2/5/1993,84,6.1,Emilio Estevez,39412,Don Holley,1993
0,Imagine Entertainment,USA,Tamra Davis,Comedy,17953778,CB4,R,3/12/1993,89,6.2,Chris Rock,7711,Chris Rock,1993
0,New Line Cinema,USA,Neal Israel,Action,4916135,Surf Ninjas,PG,8/20/1993,100,5,Ernie Reyes Sr.,6673,Dan Gordon,1993
13000000,Dorset Productions,USA,Abel Ferrara,Horror,428868,Body Snatchers,R,1/28/1994,87,5.9,Gabrielle Anwar,14297,Jack Finney,1993
0,Geffen Pictures,USA,David Cronenberg,Drama,1499795,M. Butterfly,R,10/1/1993,101,6.8,Jeremy Irons,7251,David Henry Hwang,1993
0,Universal Pictures,USA,Phil Nibbelink,Animation,9315576,We're Back! A Dinosaur's Story,G,11/24/1993,72,6.1,John Goodman,11383,John Patrick Shanley,1993
0,Mirage Enterprises,USA,Steve Kloves,Drama,9488998,Flesh and Bone,R,11/5/1993,126,6.2,Dennis Quaid,4267,Steve Kloves,1993
22000000,Price Entertainment,UK,Richard Attenborough,Biography,25842000,Shadowlands,PG,1/14/1994,131,7.4,Anthony Hopkins,14238,William Nicholson,1993
11000000,Hollywood Pictures,USA,Wayne Wang,Drama,32861136,The Joy Luck Club,R,10/29/1993,139,7.6,Tamlyn Tomita,13064,Amy Tan,1993
2000000,Bandai Visual Company,USA,Brian Yuzna,Horror,54207,Return of the Living Dead III,R,2/25/1994,97,5.9,Kent McCord,11145,John Penney,1993
21000000,Largo Entertainment,USA,Stephen Hopkins,Action,12136938,Judgment Night,R,10/15/1993,110,6.6,Emilio Estevez,12969,Lewis Colick,1993
0,Mirage Enterprises,USA,Steven Zaillian,Biography,7266383,Searching for Bobby Fischer,PG,8/11/1993,109,7.5,Joe Mantegna,25256,Fred Waitzkin,1993
0,PolyGram Filmed Entertainment,USA,Nicholas Kazan,Drama,256264,Dream Lover,R,5/6/1994,103,6.2,James Spader,3327,Nicholas Kazan,1993
1500000,Davis-Films,France,Roger Avary,Crime,418953,Killing Zoe,R,1994-09,96,6.5,Eric Stoltz,17980,Roger Avary,1993
30000000,Columbia Pictures Corporation,USA,Rowdy Herrington,Action,23798623,Striking Distance,R,9/17/1993,102,5.8,Bruce Willis,35484,Rowdy Herrington,1993
0,Beijing Film Studio,China,Kaige Chen,Drama,5216888,Farewell My Concubine,R,10/15/1993,171,8.1,Leslie Cheung,19497,Pik Wah Lee,1993
15000000,Columbia Pictures Corporation,USA,Robert Harmon,Action,22189039,Nowhere to Run,R,1/15/1993,94,5.6,Jean-Claude Van Damme,18494,Joe Eszterhas,1993
7500000,Metro-Goldwyn-Mayer (MGM),USA,Tony Bill,Comedy,18899204,Untamed Heart,PG-13,2/12/1993,102,6.8,Christian Slater,10810,Tom Sierchio,1993
30000000,Universal Pictures,USA,Barry Sonnenfeld,Comedy,10997166,For Love or Money,PG,10/1/1993,96,6.1,Michael J. Fox,10037,Mark Rosenthal,1993
0,Universal Pictures,USA,Joe Dante,Comedy,9532895,Matinee,PG,1/29/1993,99,6.8,John Goodman,7511,Jerico,1993
0,British Screen Finance Ltd.,Australia,John Duigan,Comedy,7770731,Sirenas,R,3/25/1994,98,5.8,Hugh Grant,8692,John Duigan,1993
13500000,TriStar Pictures,USA,Woody Allen,Comedy,11285588,Manhattan Murder Mystery,PG,8/18/1993,104,7.4,Woody Allen,30925,Woody Allen,1993
0,Universal Pictures,USA,Ron Underwood,Comedy,16581714,Heart and Souls,PG-13,8/13/1993,104,6.9,Robert Downey Jr.,13859,Gregory Hansen,1993
0,British Broadcasting Corporation (BBC),France,Andrew Birkin,Drama,322975,The Cement Garden,NOT RATED,2/11/1994,105,7.2,Charlotte Gainsbourg,3847,Andrew Birkin,1993
22000000,Canal+,USA,Richard Benjamin,Comedy,44942695,Made in America,PG-13,5/28/1993,111,4.9,Whoopi Goldberg,12718,Marcia Brandwynne,1993
0,Canal+,France,Jon Amiel,Drama,50081992,Sommersby,PG-13,2/5/1993,114,6.1,Richard Gere,16471,Daniel Vigne,1993
11500000,Polygram Filmed Entertainment,UK,Peter Medak,Action,3275585,Romeo Is Bleeding,R,2/4/1994,100,6.6,Gary Oldman,11408,Hilary Henkin,1993
6500000,Walt Disney Pictures,USA,Stephen Sommers,Adventure,24103594,The Adventures of Huck Finn,PG,4/2/1993,108,6.2,Elijah Wood,6666,Mark Twain,1993
15000000,Columbus Circle Films,USA,Tom Holland,Drama,6419876,The Temp,R,2/12/1993,99,5.1,Timothy Hutton,2554,Kevin Falls,1993
0,Universal Pictures,USA,John McNaughton,Comedy,11081586,Mad Dog and Glory,R,3/5/1993,97,6.2,Robert De Niro,18138,Richard Price,1993
0,Channel Four Films,USA,Allison Anders,Crime,3269420,Mi vida loca,R,7/15/1994,92,6.5,Angel Aviles,1614,Allison Anders,1993
0,Alpilles Productions,France,Jean-Marie Poirй,Comedy,700000,Los visitantes,R,7/12/1996,107,7,Christian Clavier,26753,Christian Clavier,1993
0,Laughing Kookaburra Productions,Australia,John Duigan,Drama,1610792,Wide Sargasso Sea,NC-17,4/16/1993,98,5.8,Karina Lombard,1662,Jan Sharp,1993
0,Capella Films,USA,Bruce Joel Rubin,Drama,27484464,My Life,PG-13,11/12/1993,117,6.8,Michael Keaton,9147,Bruce Joel Rubin,1993
6000000,August Entertainment,USA,Sheldon Lettich,Action,3273588,Only the Strong,PG-13,8/27/1993,99,6.7,Mark Dacascos,4542,Sheldon Lettich,1993
